Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1002,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,22.0,2002,27,27,2315,25.7,0,2,2,0,0,0,5,0,0.9,0.9,2.7,3.6,51,132,39,0.08,0.14,1002,nl NED,MF,eng Premier League,22-284,2002,25.7,0,13,3,23.1,0.51,0.12,0.00,0.00,23.5,0,0,0,0.9,0.9,0.07,-0.9,-0.9,1002,nl NED,MF,eng Premier League,22-284,2002,25.7,1252,1407,89.0,18569,4859,2,2.7,3.0,-0.7,22,108,28,1,132,1002,nl NED,MF,eng Premier League,22-284,2002,25.7,1407,1380,24,14,7,3,5,6,0,0,0,0,1252,3,13,1002,nl NED,MF,eng Premier League,22-284,2002,25.7,49,1.91,44,0,2,2,0,1,6,0.23,1002,nl NED,MF,eng Premier League,22-284,2002,25.7,49,26,18,22,9,41,58.5,17,30,8,22,47,96,45,0,1002,nl NED,MF,eng Premier League,22-284,2002,25.7,1693,87,363,995,359,18,1693,50,25,50.0,17,34.0,1015,5335,2769,51,54,6,34,15,1200,39,1260,nl NED,MF,eng Premier League,22-284,2002,27,2315,86,95.3,25.7,27,86,21,0,,0,2.37,60,23,+37,+1.44,+0.66,56.8,22.8,+34.0,+1.32,1002,nl NED,MF,eng Premier League,22-284,2002,25.7,5,0,0,37,36,0,5,47,26,0,0,0,142,18,6,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Archie Gray,eng ENG,DF,Tottenham,eng Premier League,18.0,2006,19,11,1065,11.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,26,7,0.00,0.00,1003,eng ENG,DF,eng Premier League,18-349,2006,11.8,0,1,1,100.0,0.08,0.08,0.00,0.00,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0,1003,eng ENG,DF,eng Premier League,18-349,2006,11.8,736,824,89.3,12843,4087,0,0.0,0.1,0.0,1,28,0,0,26,1003,eng ENG,DF,eng Premier League,18-349,2006,11.8,824,765,58,27,0,0,5,23,0,0,0,0,736,1,13,1003,eng ENG,DF,eng Premier League,18-349,2006,11.8,3,0.25,3,0,0,0,0,0,0,0.00,1003,eng ENG,DF,eng Premier League,18-349,2006,11.8,10,4,3,4,3,14,35.7,9,14,8,6,8,18,33,2,1003,eng ENG,DF,eng Premier League,18-349,2006,11.8,909,117,461,407,50,1,909,7,4,57.1,2,28.6,640,2844,1164,3,5,0,3,7,688,7,1261,eng ENG,DF,eng Premier League,18-349,2006,19,1065,56,45.5,11.8,11,90,10,8,10,7,1.42,24,21,+3,+0.25,-0.59,15.8,23.5,-7.7,-0.65,1003,eng ENG,DF,eng Premier League,18-349,2006,11.8,0,0,0,8,9,0,5,8,4,0,0,1,48,8,6,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Jack Grealish,eng ENG,"FW,MF",Manchester City,eng Premier League,29.0,1995,15,6,608,6.8,0,1,1,0,0,0,3,0,0.8,0.8,1.7,2.4,66,43,111,0.15,0.36,1004,eng ENG,"FW,MF",eng Premier League,29-167,1995,6.8,0,13,4,30.8,1.92,0.59,0.00,0.00,16.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8,1004,eng ENG,"FW,MF",eng Premier League,29-167,1995,6.8,321,369,87.0,4826,815,1,1.7,1.5,-0.7,22,16,13,0,43,1004,eng ENG,"FW,MF",eng Premier League,29-167,1995,6.8,369,353,16,3,0,0,20,4,9,4,0,0,321,0,10,1004,eng ENG,"FW,MF",eng Premier League,29-167,1995,6.8,40,5.91,35,1,3,0,0,1,2,0.30,1004,eng ENG,"FW,MF",eng Premier League,29-167,1995,6.8,9,5,4,2,3,4,50.0,2,10,2,8,2,11,4,1,1004,eng ENG,"FW,MF",eng Premier League,29-167,1995,6.8,438,12,34,132,276,65,438,25,13,52.0,8,32.0,323,2560,1591,66,18,45,8,12,358,111,1262,eng ENG,"FW,MF",eng Premier League,29-167,1995,15,608,41,26.0,6.8,6,79,1,9,15,6,1.80,15,9,+6,+0.89,+0.42,12.5,10.2,+2.4,+0.35,1004,eng ENG,"FW,MF",eng Premier League,29-167,1995,6.8,3,0,0,3,21,0,20,2,5,0,0,0,20,1,6,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Jacob Greaves,eng ENG,DF,Ipswich Town,eng Premier League,24.0,2000,16,16,1440,16.0,1,0,1,1,0,0,3,0,0.7,0.7,0.0,0.7,3,35,4,0.06,0.04,1005,eng ENG,DF,eng Premier League,24-165,2000,16.0,1,7,3,42.9,0.44,0.19,0.14,0.33,9.1,0,0,0,0.7,0.7,0.10,+0.3,+0.3,1005,eng ENG,DF,eng Premier League,24-165,2000,16.0,635,731,86.9,10394,3955,0,0.0,0.1,0.0,2,38,0,0,35,1005,eng ENG,DF,eng Premier League,24-165,2000,16.0,731,683,46,25,0,0,0,3,0,0,0,0,635,2,3,1005,eng ENG,DF,eng Premier League,24-165,2000,16.0,9,0.56,9,0,0,0,0,0,0,0.00,1005,eng ENG,DF,eng Premier League,24-165,2000,16.0,25,12,9,15,1,18,66.7,6,21,14,7,16,41,90,2,1005,eng ENG,DF,eng Premier League,24-165,2000,16.0,899,196,512,349,41,13,899,2,1,50.0,1,50.0,421,1645,637,3,4,0,6,2,565,4,1263,eng ENG,DF,eng Premier League,24-165,2000,16,1440,90,61.5,16.0,16,90,16,0,,1,0.56,14,31,-17,-1.06,+0.24,12.9,30.9,-18.0,-1.13,1005,eng ENG,DF,eng Premier League,24-165,2000,16.0,3,0,0,8,13,1,0,16,12,0,0,0,36,45,27,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,23.0,2001,23,23,1950,21.7,14,3,17,9,5,6,1,0,11.1,6.3,4.1,10.4,87,103,209,0.55,0.70,1006,eng ENG,"FW,MF",fr Ligue 1,23-146,2001,21.7,14,73,31,42.5,3.37,1.43,0.12,0.29,19.9,1,5,6,11.1,6.3,0.09,+2.9,+2.7,1006,eng ENG,"FW,MF",fr Ligue 1,23-146,2001,21.7,773,989,78.2,12993,3024,3,4.1,6.3,-1.1,28,57,50,11,103,1006,eng ENG,"FW,MF",fr Ligue 1,23-146,2001,21.7,989,924,60,13,10,17,82,7,34,25,1,0,773,5,15,1006,eng ENG,"FW,MF",fr Ligue 1,23-146,2001,21.7,83,3.83,50,10,7,10,6,0,15,0.69,1006,eng ENG,"FW,MF",fr Ligue 1,23-146,2001,21.7,30,15,10,12,8,33,42.4,19,3,0,3,8,38,5,2,1006,eng ENG,"FW,MF",fr Ligue 1,23-146,2001,21.7,1230,4,85,525,634,104,1224,93,41,44.1,44,47.3,832,4928,2538,87,55,50,38,31,1009,209,1264,eng ENG,"FW,MF",fr Ligue 1,23-146,2001,23,1950,85,94.2,21.7,23,85,11,0,,0,2.00,46,25,+21,+0.97,+0.97,39.9,27.8,+12.0,+0.56,1006,eng ENG,"FW,MF",fr Ligue 1,23-146,2001,21.7,1,0,0,17,28,1,82,8,15,2,0,0,68,5,5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,30.0,1994,13,4,414,4.6,1,1,2,1,0,0,2,0,1.2,1.2,0.2,1.4,6,17,21,0.43,0.31,1007,at AUT,FW,de Bundesliga,30-312,1994,4.6,1,11,4,36.4,2.39,0.87,0.09,0.25,15.0,2,0,0,1.2,1.2,0.11,-0.2,-0.2,1007,at AUT,FW,de Bundesliga,30-312,1994,4.6,66,103,64.1,1071,270,1,0.2,0.3,+0.8,4,7,3,0,17,1007,at AUT,FW,de Bundesliga,30-312,1994,4.6,103,96,6,0,0,0,1,0,0,0,0,0,66,1,4,1007,at AUT,FW,de Bundesliga,30-312,1994,4.6,15,3.25,12,0,0,2,0,1,5,1.08,1007,at AUT,FW,de Bundesliga,30-312,1994,4.6,3,2,1,0,2,3,0.0,3,2,1,1,0,3,6,0,1007,at AUT,FW,de Bundesliga,30-312,1994,4.6,145,6,16,69,61,21,145,6,3,50.0,3,50.0,63,320,163,6,0,3,8,8,100,21,1265,at AUT,FW,de Bundesliga,30-312,1994,13,414,32,20.0,4.6,4,69,0,9,16,4,1.31,9,10,-1,-0.22,-0.16,5.5,8.9,-3.5,-0.75,1007,at AUT,FW,de Bundesliga,30-312,1994,4.6,2,0,0,4,5,3,1,0,2,0,0,0,13,21,25,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,27.0,1997,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1008,sk SVK,GK,es La Liga,27-324,1997,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1008,sk SVK,GK,es La Liga,27-324,1997,19.0,463,656,70.6,14439,11401,0,0.0,0.1,0.0,0,10,1,0,0,1008,sk SVK,GK,es La Liga,27-324,1997,19.0,656,469,181,66,0,1,0,0,0,0,0,0,463,6,0,1008,sk SVK,GK,es La Liga,27-324,1997,19.0,3,0.16,2,1,0,0,0,0,0,0.00,1008,sk SVK,GK,es La Liga,27-324,1997,19.0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,1008,sk SVK,GK,es La Liga,27-324,1997,19.0,684,557,676,8,0,0,684,0,0,,0,,399,1947,1071,0,0,0,1,0,331,0,1266,sk SVK,GK,es La Liga,27-324,1997,19,1710,90,79.2,19.0,19,90,19,0,,5,1.42,19,23,-4,-0.21,+0.39,20.5,18.4,+2.2,+0.11,1008,sk SVK,GK,es La Liga,27-324,1997,19.0,1,0,0,0,3,0,0,0,0,0,0,0,26,6,1,85.7,52,sk SVK,GK,es La Liga,27-324,1997,19,19,1710,19.0,23,1.21,68,45,69.1,8,3,8,4,21.1,2,2,0,0,52,sk SVK,GK,es La Liga,27-324,1997,19.0,23,2,0,2,0,18.3,0.25,-4.7,-0.25,122,297,41.1,535,75,41.3,36.5,310,11,3.5,9,0.47,10.9
1009,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,33.0,1991,25,21,1804,20.0,8,5,13,7,1,2,2,0,6.1,4.5,5.2,9.7,34,108,119,0.60,0.56,1009,fr FRA,"FW,MF",es La Liga,33-340,1991,20.0,8,33,13,39.4,1.65,0.65,0.21,0.54,17.3,4,1,2,6.1,4.5,0.14,+1.9,+2.5,1009,fr FRA,"FW,MF",es La Liga,33-340,1991,20.0,773,1048,73.8,12255,3473,5,5.2,4.7,-0.2,36,81,33,7,108,1009,fr FRA,"FW,MF",es La Liga,33-340,1991,20.0,1048,934,113,22,8,9,109,10,64,20,25,0,773,1,28,1009,fr FRA,"FW,MF",es La Liga,33-340,1991,20.0,70,3.49,53,11,0,3,2,1,10,0.50,1009,fr FRA,"FW,MF",es La Liga,33-340,1991,20.0,25,14,12,9,4,25,28.0,18,11,0,11,5,30,18,1,1009,fr FRA,"FW,MF",es La Liga,33-340,1991,20.0,1201,23,161,519,532,70,1199,21,10,47.6,10,47.6,650,2847,1441,34,34,5,31,14,904,119,1267,fr FRA,"FW,MF",es La Liga,33-340,1991,25,1804,72,80.2,20.0,21,79,8,4,38,0,2.12,31,13,+18,+0.90,-0.72,31.3,16.4,+14.9,+0.74,1009,fr FRA,"FW,MF",es La Liga,33-340,1991,20.0,2,0,0,10,22,9,109,5,14,0,0,0,61,15,18,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Vincenzo Grifo,it ITA,"FW,MF",Freiburg,de Bundesliga,31.0,1993,23,21,1623,18.0,8,7,15,8,0,3,2,0,6.5,4.1,4.3,8.4,36,87,95,0.83,0.60,1010,it ITA,"FW,MF",de Bundesliga,31-323,1993,18.0,8,50,20,40.0,2.77,1.11,0.16,0.40,21.1,7,0,3,6.5,4.1,0.08,+1.5,+3.9,1010,it ITA,"FW,MF",de Bundesliga,31-323,1993,18.0,830,1073,77.4,14547,3939,7,4.3,5.2,+2.7,45,72,32,4,87,1010,it ITA,"FW,MF",de Bundesliga,31-323,1993,18.0,1073,938,130,41,8,7,94,9,51,24,24,0,830,5,24,1010,it ITA,"FW,MF",de Bundesliga,31-323,1993,18.0,85,4.71,46,23,6,9,1,0,10,0.55,1010,it ITA,"FW,MF",de Bundesliga,31-323,1993,18.0,13,11,5,7,1,21,23.8,16,13,1,12,3,16,11,0,1010,it ITA,"FW,MF",de Bundesliga,31-323,1993,18.0,1229,22,175,653,409,44,1226,33,18,54.5,14,42.4,649,3365,1683,36,23,13,25,13,850,95,1268,it ITA,"FW,MF",de Bundesliga,31-323,1993,23,1623,71,78.4,18.0,21,75,4,2,22,0,1.70,30,26,+4,+0.22,+1.43,23.8,21.3,+2.5,+0.14,1010,it ITA,"FW,MF",de Bundesliga,31-323,1993,18.0,2,0,0,8,10,2,94,3,11,0,0,0,101,10,9,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Florian Grillitsch,at AUT,MF,Valladolid,es La Liga,29.0,1995,3,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,2,1,0.00,0.22,1011,at AUT,MF,es La Liga,29-201,1995,1.1,0,1,1,100.0,0.90,0.90,0.00,0.00,15.3,0,0,0,0.0,0.0,0.02,0.0,0.0,1011,at AUT,MF,es La Liga,29-201,1995,1.1,27,35,77.1,426,185,0,0.2,0.2,-0.2,3,4,1,0,2,1011,at AUT,MF,es La Liga,29-201,1995,1.1,35,32,3,2,2,0,1,0,0,0,0,0,27,0,0,1011,at AUT,MF,es La Liga,29-201,1995,1.1,6,5.35,4,0,1,0,1,0,0,0.00,1011,at AUT,MF,es La Liga,29-201,1995,1.1,0,0,0,0,0,1,0.0,1,3,1,2,1,1,1,0,1011,at AUT,MF,es La Liga,29-201,1995,1.1,47,2,13,29,6,3,47,5,3,60.0,2,40.0,23,129,62,0,0,0,1,2,33,1,1269,at AUT,MF,es La Liga,29-201,1995,3,100,33,4.4,1.1,1,45,0,2,28,0,0.00,0,6,-6,-5.40,-3.85,0.6,3.2,-2.6,-2.32,1011,at AUT,MF,es La Liga,29-201,1995,1.1,0,0,0,0,3,0,1,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Florian Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,29.0,1995,8,8,601,6.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,4,44,4,0.00,0.05,1012,at AUT,MF,de Bundesliga,29-201,1995,6.7,0,6,1,16.7,0.90,0.15,0.00,0.00,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,1012,at AUT,MF,de Bundesliga,29-201,1995,6.7,361,417,86.6,6978,2150,0,0.2,0.8,-0.2,5,39,4,2,44,1012,at AUT,MF,de Bundesliga,29-201,1995,6.7,417,388,29,25,3,8,4,2,0,0,0,0,361,0,9,1012,at AUT,MF,de Bundesliga,29-201,1995,6.7,17,2.55,17,0,0,0,0,0,0,0.00,1012,at AUT,MF,de Bundesliga,29-201,1995,6.7,15,9,5,9,1,14,57.1,6,6,2,4,8,23,18,0,1012,at AUT,MF,de Bundesliga,29-201,1995,6.7,488,29,140,263,92,3,488,12,5,41.7,6,50.0,270,1348,585,4,8,0,5,10,330,4,1270,at AUT,MF,de Bundesliga,29-201,1995,8,601,75,29.0,6.7,8,75,4,0,,0,1.13,9,11,-2,-0.30,+0.56,9.6,12.6,-3.0,-0.45,1012,at AUT,MF,de Bundesliga,29-201,1995,6.7,1,0,0,4,11,0,4,8,9,0,0,0,31,7,15,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Álex Grimaldo,es ESP,"DF,MF",Leverkusen,de Bundesliga,29.0,1995,21,21,1821,20.2,2,4,6,2,0,0,5,1,2.2,2.2,6.0,8.2,65,122,193,0.30,0.40,1013,es ESP,"DF,MF",de Bundesliga,29-157,1995,20.2,2,34,11,32.4,1.68,0.54,0.06,0.18,21.3,8,0,0,2.2,2.2,0.06,-0.2,-0.2,1013,es ESP,"DF,MF",de Bundesliga,29-157,1995,20.2,1177,1446,81.4,17500,5280,4,6.0,6.4,-2.0,57,84,39,16,122,1013,es ESP,"DF,MF",de Bundesliga,29-157,1995,20.2,1446,1245,196,24,4,3,156,91,81,43,24,0,1177,5,44,1013,es ESP,"DF,MF",de Bundesliga,29-157,1995,20.2,101,4.99,53,33,6,6,3,0,8,0.40,1013,es ESP,"DF,MF",de Bundesliga,29-157,1995,20.2,17,8,8,5,4,29,37.9,18,14,2,12,13,30,30,2,1013,es ESP,"DF,MF",de Bundesliga,29-157,1995,20.2,1643,38,232,613,810,69,1643,35,13,37.1,18,51.4,924,4185,2264,65,38,17,41,9,1166,193,1271,es ESP,"DF,MF",de Bundesliga,29-157,1995,21,1821,87,88.0,20.2,21,87,13,0,,1,2.29,49,22,+27,+1.33,+2.42,39.0,19.0,+20.0,+0.99,1013,es ESP,"DF,MF",de Bundesliga,29-157,1995,20.2,5,1,1,10,18,6,156,13,8,1,0,0,104,9,6,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Pascal Groß,de GER,"MF,DF",Dortmund,de Bundesliga,33.0,1991,21,19,1551,17.2,0,6,6,0,0,0,4,1,1.3,1.3,3.8,5.1,27,120,80,0.35,0.29,1014,de GER,"MF,DF",de Bundesliga,33-254,1991,17.2,0,16,5,31.3,0.93,0.29,0.00,0.00,18.5,1,0,0,1.3,1.3,0.08,-1.3,-1.3,1014,de GER,"MF,DF",de Bundesliga,33-254,1991,17.2,1159,1408,82.3,20241,5953,6,3.8,5.0,+2.2,42,84,26,13,120,1014,de GER,"MF,DF",de Bundesliga,33-254,1991,17.2,1408,1238,166,47,2,11,129,44,70,30,25,3,1159,4,19,1014,de GER,"MF,DF",de Bundesliga,33-254,1991,17.2,63,3.66,38,20,0,3,1,1,10,0.58,1014,de GER,"MF,DF",de Bundesliga,33-254,1991,17.2,33,21,8,18,7,34,23.5,26,23,3,20,7,40,16,1,1014,de GER,"MF,DF",de Bundesliga,33-254,1991,17.2,1533,40,284,826,433,32,1533,6,1,16.7,5,83.3,824,3603,1716,27,33,1,14,5,1103,80,1272,de GER,"MF,DF",de Bundesliga,33-254,1991,21,1551,74,74.9,17.2,19,78,9,2,34,0,1.52,31,26,+5,+0.29,+0.29,29.6,22.2,+7.4,+0.43,1014,de GER,"MF,DF",de Bundesliga,33-254,1991,17.2,4,1,0,12,8,0,129,7,21,0,1,0,60,11,22,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Brajan Gruda,de GER,"FW,MF",Brighton,eng Premier League,20.0,2004,12,5,379,4.2,0,1,1,0,0,0,0,0,0.3,0.3,0.6,0.9,14,14,41,0.24,0.22,1015,de GER,"FW,MF",eng Premier League,20-269,2004,4.2,0,3,2,66.7,0.71,0.47,0.00,0.00,18.6,2,0,0,0.3,0.3,0.10,-0.3,-0.3,1015,de GER,"FW,MF",eng Premier League,20-269,2004,4.2,108,148,73.0,1403,474,1,0.6,0.5,+0.4,11,4,8,1,14,1015,de GER,"FW,MF",eng Premier League,20-269,2004,4.2,148,126,22,5,0,1,15,8,8,2,5,0,108,0,1,1015,de GER,"FW,MF",eng Premier League,20-269,2004,4.2,18,4.26,13,2,2,0,1,0,2,0.47,1015,de GER,"FW,MF",eng Premier League,20-269,2004,4.2,9,4,2,5,2,11,54.5,5,7,0,7,2,11,3,0,1015,de GER,"FW,MF",eng Premier League,20-269,2004,4.2,202,4,26,67,110,24,202,18,7,38.9,7,38.9,120,862,410,14,16,9,7,17,132,41,1273,de GER,"FW,MF",eng Premier League,20-269,2004,12,379,32,16.2,4.2,5,56,0,7,14,5,1.17,7,9,-2,-0.47,-0.75,5.5,6.4,-0.9,-0.21,1015,de GER,"FW,MF",eng Premier League,20-269,2004,4.2,0,0,0,3,7,1,15,2,4,0,0,0,16,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Marco Grüll,at AUT,"FW,MF",Werder Bremen,de Bundesliga,26.0,1998,21,12,1013,11.3,5,1,6,5,0,0,1,0,3.3,3.3,1.6,4.9,19,29,77,0.53,0.43,1016,at AUT,"FW,MF",de Bundesliga,26-233,1998,11.3,5,20,9,45.0,1.78,0.80,0.25,0.56,14.8,0,0,0,3.3,3.3,0.16,+1.7,+1.7,1016,at AUT,"FW,MF",de Bundesliga,26-233,1998,11.3,208,274,75.9,2640,670,1,1.6,1.4,-0.6,9,17,12,3,29,1016,at AUT,"FW,MF",de Bundesliga,26-233,1998,11.3,274,253,20,7,2,1,19,7,1,0,1,0,208,1,22,1016,at AUT,"FW,MF",de Bundesliga,26-233,1998,11.3,32,2.84,23,0,2,4,3,0,3,0.27,1016,at AUT,"FW,MF",de Bundesliga,26-233,1998,11.3,9,6,1,3,5,13,23.1,10,11,1,10,3,12,5,0,1016,at AUT,"FW,MF",de Bundesliga,26-233,1998,11.3,410,2,34,181,202,46,410,33,11,33.3,19,57.6,266,1367,502,19,16,8,34,36,303,77,1274,at AUT,"FW,MF",de Bundesliga,26-233,1998,21,1013,48,48.9,11.3,12,71,1,9,18,0,1.29,16,26,-10,-0.89,-0.72,12.2,19.6,-7.4,-0.66,1016,at AUT,"FW,MF",de Bundesliga,26-233,1998,11.3,1,0,0,18,25,6,19,3,6,0,0,0,34,4,12,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Albert Grønbaek,dk DEN,MF,Southampton,eng Premier League,23.0,2001,2,1,72,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.14,1017,dk DEN,MF,eng Premier League,23-277,2001,0.8,0,2,0,0.0,2.50,0.00,0.00,,22.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,1017,dk DEN,MF,eng Premier League,23-277,2001,0.8,9,10,90.0,85,27,0,0.0,0.0,0.0,0,2,0,0,0,1017,dk DEN,MF,eng Premier League,23-277,2001,0.8,10,10,0,0,0,0,0,0,0,0,0,0,9,0,1,1017,dk DEN,MF,eng Premier League,23-277,2001,0.8,1,1.25,0,0,0,1,0,0,0,0.00,1017,dk DEN,MF,eng Premier League,23-277,2001,0.8,4,1,1,1,2,7,42.9,4,1,1,0,0,4,0,0,1017,dk DEN,MF,eng Premier League,23-277,2001,0.8,23,0,3,8,12,2,23,2,0,0.0,2,100.0,11,34,7,1,0,1,3,1,13,2,1275,dk DEN,MF,eng Premier League,23-277,2001,2,72,36,3.1,0.8,1,69,0,1,3,1,1.50,1,1,0,0.00,+1.67,0.5,2.2,-1.7,-2.09,1017,dk DEN,MF,eng Premier League,23-277,2001,0.8,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
