Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
177,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,33.0,1991,23,15,1298,14.4,4,0,4,3,1,1,5,0,2.8,2.0,0.8,2.8,36,28,66,0.21,0.25,177,gh GHA,"FW,MF",eng Premier League,33-166,1991,14.4,4,25,7,28.0,1.73,0.49,0.12,0.43,18.4,3,1,1,2.8,2.0,0.08,+1.2,+1.0,177,gh GHA,"FW,MF",eng Premier League,33-166,1991,14.4,303,422,71.8,4381,855,0,0.8,1.2,-0.8,12,19,11,6,28,177,gh GHA,"FW,MF",eng Premier League,33-166,1991,14.4,422,386,36,10,3,2,45,5,19,10,5,2,303,0,10,177,gh GHA,"FW,MF",eng Premier League,33-166,1991,14.4,28,1.94,18,6,1,2,0,1,1,0.07,177,gh GHA,"FW,MF",eng Premier League,33-166,1991,14.4,22,12,7,12,3,17,29.4,12,14,0,14,12,34,16,0,177,gh GHA,"FW,MF",eng Premier League,33-166,1991,14.4,628,18,88,321,240,45,627,51,18,35.3,27,52.9,380,2562,1164,36,29,7,49,31,423,66,226,gh GHA,"FW,MF",eng Premier League,33-166,1991,23,1298,56,55.5,14.4,15,79,3,8,15,1,0.70,13,35,-22,-1.53,-0.49,12.5,23.3,-10.8,-0.75,177,gh GHA,"FW,MF",eng Premier League,33-166,1991,14.4,5,0,0,27,43,4,45,12,12,0,0,0,80,32,53,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23.0,2001,14,7,748,8.3,2,0,2,1,1,1,2,0,1.4,0.6,1.0,1.6,8,42,16,0.12,0.29,178,fr FRA,MF,fr Ligue 1,23-237,2001,8.3,2,6,1,16.7,0.72,0.12,0.17,1.00,19.6,0,1,1,1.4,0.6,0.10,+0.6,+0.4,178,fr FRA,MF,fr Ligue 1,23-237,2001,8.3,416,484,86.0,6242,1793,0,1.0,0.8,-1.0,10,35,5,2,42,178,fr FRA,MF,fr Ligue 1,23-237,2001,8.3,484,448,34,7,1,2,27,1,23,7,14,0,416,2,7,178,fr FRA,MF,fr Ligue 1,23-237,2001,8.3,18,2.17,12,5,0,0,0,1,0,0.00,178,fr FRA,MF,fr Ligue 1,23-237,2001,8.3,18,12,11,5,2,24,25.0,18,16,3,13,8,26,13,0,178,fr FRA,MF,fr Ligue 1,23-237,2001,8.3,590,25,135,320,140,8,589,11,2,18.2,6,54.5,283,1177,469,8,7,1,11,11,393,16,227,fr FRA,MF,fr Ligue 1,23-237,2001,14,748,53,36.1,8.3,7,84,5,7,23,1,1.21,10,13,-3,-0.36,-0.63,13.1,14.4,-1.3,-0.16,178,fr FRA,MF,fr Ligue 1,23-237,2001,8.3,2,0,0,15,13,0,27,8,12,0,0,0,44,10,7,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23.0,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,179,ma MAR,MF,de Bundesliga,23-320,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,179,ma MAR,MF,de Bundesliga,23-320,2001,0.3,3,4,75.0,32,17,0,0.0,0.0,0.0,0,1,0,0,1,179,ma MAR,MF,de Bundesliga,23-320,2001,0.3,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,179,ma MAR,MF,de Bundesliga,23-320,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,179,ma MAR,MF,de Bundesliga,23-320,2001,0.3,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,179,ma MAR,MF,de Bundesliga,23-320,2001,0.3,9,0,2,4,3,0,9,1,0,0.0,1,100.0,4,12,0,0,0,0,1,1,5,1,228,ma MAR,MF,de Bundesliga,23-320,2001,1,24,24,1.2,0.3,0,,0,1,24,7,3.00,0,0,0,0.00,-0.22,0.5,0.3,+0.1,+0.53,179,ma MAR,MF,de Bundesliga,23-320,2001,0.3,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Adam Aznou,ma MAR,"MF,DF",Valladolid,es La Liga,18.0,2006,2,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,180,ma MAR,"MF,DF",es La Liga,18-267,2006,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,180,ma MAR,"MF,DF",es La Liga,18-267,2006,0.9,14,22,63.6,171,57,0,0.0,0.0,0.0,0,2,0,0,2,180,ma MAR,"MF,DF",es La Liga,18-267,2006,0.9,22,18,4,0,0,0,1,3,1,1,0,0,14,0,2,180,ma MAR,"MF,DF",es La Liga,18-267,2006,0.9,2,2.31,1,1,0,0,0,0,0,0.00,180,ma MAR,"MF,DF",es La Liga,18-267,2006,0.9,3,2,3,0,0,5,40.0,3,1,0,1,1,4,0,0,180,ma MAR,"MF,DF",es La Liga,18-267,2006,0.9,36,3,9,23,6,0,36,4,3,75.0,1,25.0,16,112,23,0,0,0,3,2,16,3,229,ma MAR,"MF,DF",es La Liga,18-267,2006,2,78,39,3.5,0.9,1,45,0,1,33,1,0.00,0,3,-3,-3.46,-1.80,0.4,1.8,-1.4,-1.63,180,ma MAR,"MF,DF",es La Liga,18-267,2006,0.9,1,0,0,1,3,0,1,1,2,0,0,0,4,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18.0,2006,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,181,ma MAR,DF,de Bundesliga,18-267,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,181,ma MAR,DF,de Bundesliga,18-267,2006,0.2,13,17,76.5,178,44,0,0.0,0.0,0.0,0,1,0,0,1,181,ma MAR,DF,de Bundesliga,18-267,2006,0.2,17,14,2,0,0,0,1,2,0,0,0,0,13,1,0,181,ma MAR,DF,de Bundesliga,18-267,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,181,ma MAR,DF,de Bundesliga,18-267,2006,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,181,ma MAR,DF,de Bundesliga,18-267,2006,0.2,18,1,1,7,11,0,18,0,0,,0,,12,40,16,0,2,0,0,0,14,2,230,ma MAR,DF,de Bundesliga,18-267,2006,2,17,9,0.8,0.2,0,,0,2,9,11,3.00,0,2,-2,-10.59,-12.87,0.8,0.8,0.0,+0.08,181,ma MAR,DF,de Bundesliga,18-267,2006,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,35.0,1989,8,7,570,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,8,45,8,0.00,0.04,182,es ESP,DF,es La Liga,35-180,1989,6.3,0,4,1,25.0,0.63,0.16,0.00,0.00,15.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,182,es ESP,DF,es La Liga,35-180,1989,6.3,394,451,87.4,6332,2525,0,0.0,0.4,0.0,0,31,3,1,45,182,es ESP,DF,es La Liga,35-180,1989,6.3,451,397,54,5,1,3,3,49,0,0,0,0,394,0,2,182,es ESP,DF,es La Liga,35-180,1989,6.3,4,0.63,3,1,0,0,0,0,1,0.16,182,es ESP,DF,es La Liga,35-180,1989,6.3,14,6,8,4,2,17,64.7,6,3,1,2,2,16,19,0,182,es ESP,DF,es La Liga,35-180,1989,6.3,498,26,153,269,77,6,498,1,1,100.0,0,0.0,272,1262,899,8,10,0,3,0,357,8,231,es ESP,DF,es La Liga,35-180,1989,8,570,71,25.3,6.3,7,75,4,1,45,11,2.00,12,4,+8,+1.26,+0.30,11.5,5.7,+5.7,+0.91,182,es ESP,DF,es La Liga,35-180,1989,6.3,0,0,0,5,5,1,3,2,6,0,0,0,14,9,9,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30.0,1994,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0.00,0.30,183,br BRA,DF,it Serie A,30-224,1994,4.7,0,8,3,37.5,1.69,0.63,0.00,0.00,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5,183,br BRA,DF,it Serie A,30-224,1994,4.7,126,180,70.0,2228,889,0,0.9,0.7,-0.9,5,7,6,4,13,183,br BRA,DF,it Serie A,30-224,1994,4.7,180,161,19,1,1,0,22,18,0,0,0,0,126,0,4,183,br BRA,DF,it Serie A,30-224,1994,4.7,15,3.17,9,2,1,2,0,1,0,0.00,183,br BRA,DF,it Serie A,30-224,1994,4.7,11,9,3,6,2,9,55.6,4,5,2,3,5,16,11,0,183,br BRA,DF,it Serie A,30-224,1994,4.7,242,19,66,97,84,8,242,13,8,61.5,4,30.8,119,804,450,15,10,3,3,4,135,26,232,br BRA,DF,it Serie A,30-224,1994,6,426,71,18.2,4.7,5,79,3,1,31,15,0.33,1,5,-4,-0.85,-0.37,5.8,5.9,-0.1,-0.02,183,br BRA,DF,it Serie A,30-224,1994,4.7,2,0,0,5,3,0,22,5,9,0,0,0,24,6,5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23.0,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,184,ma MAR,MF,it Serie A,23-271,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,184,ma MAR,MF,it Serie A,23-271,2001,0.1,3,4,75.0,55,0,0,0.0,0.0,0.0,0,0,0,0,0,184,ma MAR,MF,it Serie A,23-271,2001,0.1,4,3,1,1,0,0,0,0,0,0,0,0,3,0,0,184,ma MAR,MF,it Serie A,23-271,2001,0.1,1,11.25,0,0,0,0,0,1,0,0.00,184,ma MAR,MF,it Serie A,23-271,2001,0.1,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,184,ma MAR,MF,it Serie A,23-271,2001,0.1,6,0,2,4,0,0,6,0,0,,0,,4,25,6,0,0,0,0,0,5,0,233,ma MAR,MF,it Serie A,23-271,2001,1,8,8,0.4,0.1,0,,0,1,8,4,3.00,0,0,0,0.00,-0.28,0.0,0.2,-0.1,-1.55,184,ma MAR,MF,it Serie A,23-271,2001,0.1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Papa Ba,es ESP,MF,Girona,es La Liga,20.0,2004,1,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.06,185,es ESP,MF,es La Liga,20-165,2004,0.5,0,1,0,0.0,1.87,0.00,0.00,,9.8,0,0,0,0.0,0.0,0.03,0.0,0.0,185,es ESP,MF,es La Liga,20-165,2004,0.5,5,13,38.5,79,7,0,0.0,0.0,0.0,0,1,0,0,0,185,es ESP,MF,es La Liga,20-165,2004,0.5,13,13,0,0,0,0,1,0,0,0,0,0,5,0,3,185,es ESP,MF,es La Liga,20-165,2004,0.5,2,3.75,1,0,1,0,0,0,0,0.00,185,es ESP,MF,es La Liga,20-165,2004,0.5,1,1,1,0,0,0,,0,1,0,1,0,1,1,0,185,es ESP,MF,es La Liga,20-165,2004,0.5,20,1,5,10,5,1,20,2,1,50.0,1,50.0,9,69,24,1,0,1,1,1,14,2,234,es ESP,MF,es La Liga,20-165,2004,1,48,48,2.1,0.5,0,,0,1,48,2,0.00,0,0,0,0.00,+0.20,0.2,0.5,-0.3,-0.60,185,es ESP,MF,es La Liga,20-165,2004,0.5,0,0,0,1,4,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24.0,2000,22,7,823,9.1,4,2,6,4,0,0,1,0,2.6,2.6,1.5,4.1,24,17,91,0.66,0.45,186,ga GAB,"MF,FW",fr Ligue 1,24-268,2000,9.1,4,14,6,42.9,1.53,0.66,0.29,0.67,14.8,0,0,0,2.6,2.6,0.18,+1.4,+1.4,186,ga GAB,"MF,FW",fr Ligue 1,24-268,2000,9.1,149,216,69.0,2025,561,2,1.5,1.9,+0.5,12,7,10,5,17,186,ga GAB,"MF,FW",fr Ligue 1,24-268,2000,9.1,216,207,8,0,1,2,29,7,0,0,0,0,149,1,7,186,ga GAB,"MF,FW",fr Ligue 1,24-268,2000,9.1,26,2.84,19,1,2,0,2,2,4,0.44,186,ga GAB,"MF,FW",fr Ligue 1,24-268,2000,9.1,19,11,6,9,4,17,52.9,8,12,0,12,2,21,4,2,186,ga GAB,"MF,FW",fr Ligue 1,24-268,2000,9.1,316,4,39,106,181,37,316,27,9,33.3,14,51.9,197,1151,628,24,13,8,18,14,217,91,235,ga GAB,"MF,FW",fr Ligue 1,24-268,2000,22,823,37,39.8,9.1,7,75,2,15,20,0,1.32,13,14,-1,-0.11,-0.25,15.5,10.3,+5.3,+0.58,186,ga GAB,"MF,FW",fr Ligue 1,24-268,2000,9.1,1,0,0,11,14,2,29,2,11,0,0,0,41,5,9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19.0,2005,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,187,it ITA,MF,it Serie A,19-250,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,187,it ITA,MF,it Serie A,19-250,2005,0.1,4,6,66.7,90,32,0,0.0,0.0,0.0,0,1,0,0,1,187,it ITA,MF,it Serie A,19-250,2005,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,1,187,it ITA,MF,it Serie A,19-250,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,187,it ITA,MF,it Serie A,19-250,2005,0.1,1,0,1,0,0,1,100.0,0,0,0,0,1,2,0,0,187,it ITA,MF,it Serie A,19-250,2005,0.1,8,0,3,5,0,0,8,0,0,,0,,4,24,1,0,0,0,0,0,4,0,236,it ITA,MF,it Serie A,19-250,2005,2,11,6,0.5,0.1,0,,0,2,6,6,0.00,0,1,-1,-8.18,-7.41,0.2,0.8,-0.6,-4.99,187,it ITA,MF,it Serie A,19-250,2005,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,22.0,2002,5,0,91,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,5,0.00,0.35,188,gn GUI,"MF,FW",de Bundesliga,22-074,2002,1.0,0,4,1,25.0,3.96,0.99,0.00,0.00,26.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,188,gn GUI,"MF,FW",de Bundesliga,22-074,2002,1.0,11,20,55.0,187,62,0,0.2,0.2,-0.2,2,1,2,1,1,188,gn GUI,"MF,FW",de Bundesliga,22-074,2002,1.0,20,18,1,0,1,0,4,1,0,0,0,0,11,1,1,188,gn GUI,"MF,FW",de Bundesliga,22-074,2002,1.0,3,2.93,2,0,1,0,0,0,0,0.00,188,gn GUI,"MF,FW",de Bundesliga,22-074,2002,1.0,1,1,1,0,0,0,,0,2,0,2,0,1,0,0,188,gn GUI,"MF,FW",de Bundesliga,22-074,2002,1.0,43,0,2,18,25,2,43,9,2,22.2,6,66.7,30,207,129,2,4,0,5,3,29,5,239,gn GUI,"MF,FW",de Bundesliga,22-074,2002,5,91,18,4.4,1.0,0,,0,5,18,1,0.00,0,3,-3,-2.97,-2.06,0.9,4.5,-3.6,-3.56,188,gn GUI,"MF,FW",de Bundesliga,22-074,2002,1.0,1,0,0,1,0,2,4,0,1,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24.0,2000,19,18,1641,18.2,1,1,2,1,0,0,5,0,0.5,0.5,0.6,1.1,6,36,3,0.11,0.06,189,fr FRA,DF,es La Liga,24-319,2000,18.2,1,11,4,36.4,0.60,0.22,0.09,0.25,16.2,0,0,0,0.5,0.5,0.04,+0.5,+0.5,189,fr FRA,DF,es La Liga,24-319,2000,18.2,1005,1173,85.7,19718,7669,1,0.6,0.2,+0.4,2,64,2,0,36,189,fr FRA,DF,es La Liga,24-319,2000,18.2,1173,1129,39,28,1,9,4,3,0,0,0,0,1005,5,4,189,fr FRA,DF,es La Liga,24-319,2000,18.2,15,0.82,13,0,0,2,0,0,1,0.05,189,fr FRA,DF,es La Liga,24-319,2000,18.2,36,21,27,9,0,23,73.9,6,14,8,6,19,55,80,1,189,fr FRA,DF,es La Liga,24-319,2000,18.2,1354,170,806,518,40,14,1354,15,11,73.3,2,13.3,762,3759,1867,6,7,0,13,5,938,3,240,fr FRA,DF,es La Liga,24-319,2000,19,1641,86,76.0,18.2,18,90,18,1,21,1,1.26,22,27,-5,-0.27,-0.27,20.1,24.1,-4.0,-0.22,189,fr FRA,DF,es La Liga,24-319,2000,18.2,5,0,0,17,2,0,4,19,21,0,0,0,91,41,19,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35.0,1989,20,18,1294,14.4,1,0,1,1,0,0,1,0,1.0,1.0,1.1,2.1,7,76,12,0.07,0.14,190,hr CRO,MF,it Serie A,35-365,1989,14.4,1,14,2,14.3,0.97,0.14,0.07,0.50,21.0,0,0,0,1.0,1.0,0.07,0.0,0.0,190,hr CRO,MF,it Serie A,35-365,1989,14.4,587,726,80.9,10123,3360,0,1.1,0.9,-1.1,12,68,9,0,76,190,hr CRO,MF,it Serie A,35-365,1989,14.4,726,691,30,24,4,7,5,3,2,0,0,0,587,5,8,190,hr CRO,MF,it Serie A,35-365,1989,14.4,23,1.60,18,0,0,4,1,0,1,0.07,190,hr CRO,MF,it Serie A,35-365,1989,14.4,24,12,13,6,5,30,40.0,18,17,6,11,17,41,41,0,190,hr CRO,MF,it Serie A,35-365,1989,14.4,880,56,233,535,118,11,880,15,7,46.7,6,40.0,423,1658,670,7,7,1,16,9,568,12,241,hr CRO,MF,it Serie A,35-365,1989,20,1294,65,55.3,14.4,18,70,4,2,19,2,1.15,10,14,-4,-0.28,+0.24,13.9,18.0,-4.0,-0.28,190,hr CRO,MF,it Serie A,35-365,1989,14.4,1,0,0,15,15,0,5,17,12,0,0,0,64,10,4,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23.0,2001,4,2,249,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,16,2,0.00,0.00,191,fr FRA,DF,eng Premier League,23-335,2001,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,191,fr FRA,DF,eng Premier League,23-335,2001,2.8,200,223,89.7,3655,1115,0,0.0,0.1,0.0,0,21,1,0,16,191,fr FRA,DF,eng Premier League,23-335,2001,2.8,223,214,8,5,0,1,0,0,0,0,0,0,200,1,0,191,fr FRA,DF,eng Premier League,23-335,2001,2.8,0,0.00,0,0,0,0,0,0,0,0.00,191,fr FRA,DF,eng Premier League,23-335,2001,2.8,6,4,3,3,0,2,100.0,0,2,2,0,6,12,6,1,191,fr FRA,DF,eng Premier League,23-335,2001,2.8,245,16,99,136,11,0,245,1,0,0.0,1,100.0,140,514,288,3,4,0,1,0,178,2,242,fr FRA,DF,eng Premier League,23-335,2001,4,249,62,10.6,2.8,2,90,2,2,35,7,2.25,7,4,+3,+1.08,+0.70,6.6,4.3,+2.3,+0.83,191,fr FRA,DF,eng Premier League,23-335,2001,2.8,0,0,0,6,2,0,0,6,4,0,0,0,15,6,1,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23.0,2001,23,22,1908,21.2,6,7,13,6,0,1,8,0,5.5,4.8,8.1,12.9,63,141,114,0.61,0.64,192,es ESP,"MF,FW",es La Liga,23-219,2001,21.2,6,46,12,26.1,2.17,0.57,0.13,0.50,21.0,7,0,1,5.5,4.8,0.10,+0.5,+1.2,192,es ESP,"MF,FW",es La Liga,23-219,2001,21.2,632,952,66.4,12957,4838,7,8.1,9.2,-1.1,71,76,53,13,141,192,es ESP,"MF,FW",es La Liga,23-219,2001,21.2,952,799,142,37,13,15,152,14,87,34,36,0,632,11,31,192,es ESP,"MF,FW",es La Liga,23-219,2001,21.2,127,5.99,82,32,2,7,3,1,17,0.80,192,es ESP,"MF,FW",es La Liga,23-219,2001,21.2,21,10,6,11,4,31,25.8,23,26,2,24,18,39,14,2,192,es ESP,"MF,FW",es La Liga,23-219,2001,21.2,1165,16,161,477,555,59,1164,39,14,35.9,19,48.7,658,3939,2307,63,63,7,30,26,763,114,243,es ESP,"MF,FW",es La Liga,23-219,2001,23,1908,83,84.8,21.2,22,85,11,1,45,0,1.83,44,28,+16,+0.75,+1.54,38.5,21.0,+17.6,+0.83,192,es ESP,"MF,FW",es La Liga,23-219,2001,21.2,8,0,0,28,32,4,152,18,10,0,0,0,103,12,18,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18.0,2006,12,10,864,9.6,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,13,1,0.00,0.03,193,sl SLE,DF,es La Liga,18-319,2006,9.6,0,3,1,33.3,0.31,0.10,0.00,0.00,9.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,193,sl SLE,DF,es La Liga,18-319,2006,9.6,330,407,81.1,6294,2123,0,0.0,0.0,0.0,1,15,0,0,13,193,sl SLE,DF,es La Liga,18-319,2006,9.6,407,393,12,11,0,1,0,0,0,0,0,0,330,2,3,193,sl SLE,DF,es La Liga,18-319,2006,9.6,2,0.21,2,0,0,0,0,0,0,0.00,193,sl SLE,DF,es La Liga,18-319,2006,9.6,10,7,7,3,0,5,60.0,2,15,8,7,12,22,60,0,193,sl SLE,DF,es La Liga,18-319,2006,9.6,523,85,321,194,10,8,523,4,3,75.0,1,25.0,265,1091,459,0,1,0,3,5,316,1,245,sl SLE,DF,es La Liga,18-319,2006,12,864,72,38.4,9.6,10,84,8,2,11,3,0.92,6,18,-12,-1.25,+0.76,8.9,16.3,-7.4,-0.77,193,sl SLE,DF,es La Liga,18-319,2006,9.6,1,0,0,6,6,0,0,12,7,0,0,0,35,31,13,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
